question_from_llm,natural_question_arisen_from_code,python_script_path,tables,text,source_dataset,check_if_code_works,bias,number_of_nested_queries,error_message
"Among interviewed adults aged 18 or older whose households explicitly answered ""No"" to having had a forced entry into their dwelling since 2005 (vlh12a_c = 3), which states (ent) have an above-average number of such adults living in households where at least one member owns a motor car (ah03d1 = 1)? Return the state code and the count, sorted descending.","Which states have an above-average number of adults (age 18+) living in households that have not had a forced-entry robbery since 2005 and where at least one household member owns a motor car, and how many such adults are in each state (ranked highest to lowest)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000043.py,"[""ii_portad"", ""ii_vlh"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,multi_join,2.0,
"Among households that reported at least one death in the last five years (se01a=1 in ii_se), how many distinct households have both at least one member aged 65 or older and at least one member younger than 18, based on ii_portad?",How many households reported a household member died in the last five years and also include at least one person aged 65 or older and at least one person under 18?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000044.py,"[""ii_portad"", ""ii_se"", ""ii_in"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_in_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,column_provenance,2.0,
"Among households where the household reported a death in the last 5 years (se01a = 1), and whose total reported value of wash machine/stove (ah04f_2) summed across all household members is strictly above the overall household mean of that total, how many households have at least one member aged 60 or older? Be careful to count households (not individuals) and to aggregate per household before combining person-level tables to avoid double counting.","How many households have at least one member aged 60 or older, reported a household member’s death in the last five years, and have a total value of washing machine/stove assets above the overall household average?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000045.py,"[""ii_portad"", ""ii_se"", ""ii_ah"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,join_fanout,2.0,
"Which states (ent code) have at least 30 distinct households that directly received a positive amount from the Other Government Program (in02a10 > 0), and, among those recipient households, whose mean total times entered/robbed since 2005 (vlh18a) is strictly above the national mean computed over the same recipient-household subset? Return the state code, the number of recipient households, and the mean since-2005 robbery count.","Which states have an average number of household robberies since 2005 (total times homes, businesses, or parcels were robbed) that is higher than the overall average among households that received a positive amount directly from the Other Government Program, considering only states with at least 30 such households, and what are each state’s household count and average?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000046.py,"[""ii_portad"", ""ii_nna"", ""ii_in"", ""ii_vlh""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_in_enriched.txt"", ""ii_vlh_enriched.txt""]",hh09dta_b2,yes,having,2.0,
"Among households with at least one member who owns financial assets (ah03h = 1), which households have a total number of forced entries/robberies since 2005 (vlh18a) strictly greater than the average vlh18a among households that do not own/share a non‑agricultural business (nna01 = 2)? Return the household ID (folio) and vlh18a.","Which households have at least one member who owns financial assets/afores and whose total number of times their house, business, or parcel has been entered/robbed since 2005 is greater than the average for households that do not own or share a non-agricultural business (return Household ID and that total)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000047.py,"[""ii_portad"", ""ii_vlh"", ""ii_nna"", ""ii_ah"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,scalar_filter,2.0,
"For each state (ent), among households that both own poultry (ah03m = 1 in ii_ah) and have at least one interviewed adult aged 18 or older (from ii_portad), how many of these households explicitly reported selling dairy products in the last 12 months (inr02a = 1 in ii_inr), and how many such households are there in total per state? Count distinct households (folio), and treat selling as an explicit Yes (1)—households with missing ii_inr data should not be counted as selling.","For each state, how many households with at least one member aged 18 or older own poultry, and among those, how many had any member produce or sell dairy products in the last 12 months?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000048.py,"[""ii_portad"", ""ii_inr"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
"By state, how many households meet all of the following: (a) the interviewed person is younger than 30 and there exists at least one other interviewed person in the same state who is at least 50 (comparison across different interviewed persons, not the same record), (b) the household explicitly reported zero total times entered/robbed since 2005 (vlh18a = 0, as opposed to missing), and (c) the household owns or shares a non‑agricultural business (nna01 = 1)? Return states sorted by this count in descending order.","By state, how many households that have at least one member younger than 30, own or share a non-agricultural business, and report zero robbery/break-in incidents since 2005, ranked from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000049_repaired_v1.py,"[""ii_portad"", ""ii_crh"", ""ii_in"", ""ii_vlh"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_in_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"Among households that (a) reported a disease/accident/hospitalization of a household member in the last five years (se01b = 1) and (b) reported receiving income from an Other Government Program in the last 12 months (in01a10_1 = 1 and in02a10 > 0), what is the average amount received (in02a10) by state (ent), considering only those households whose number of adults (people with edad >= 18, computed from ii_portad) is strictly above the average adult count calculated only among households that received Liconsa milk (in03a = 1)? Return one row per state.","By state, what is the average amount received directly from the Other Government Program among households that received that program with a positive amount, experienced a household illness/accident/hospitalization in the last five years, and have more adults (age 18+) than the average among households that received Liconsa milk in the last 12 months, ranked from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000050.py,"[""ii_portad"", ""ii_in"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,join_fanout,2.0,
"Among states represented by at least 30 households that both (a) report feeling unsafe or very unsafe at home and (b) have no record of owning/sharing a non‑agricultural business (i.e., exclude only households with an explicit Yes in nna01, keeping No or missing), which states have a count of such households greater than or equal to the average count across those qualifying states? Return the state code (ent) and the count.","Which states have at least 30 households that feel unsafe or very unsafe at home and do not report owning or sharing a non‑agricultural business, and among those states, which have counts at or above the average across the qualifying states? List each state with its household count, sorted from highest to lowest.",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000051.py,"[""ii_portad"", ""ii_su"", ""ii_nna"", ""ii_vlh""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_vlh_enriched.txt""]",hh09dta_b2,yes,having,3.0,
"Among households that used any plot/land for cultivation, which households spent on seeds (su234) strictly more than the average seed expenditure computed only among land-using households that explicitly reported no total crop loss in the last five years? Return Household ID and seed expenditure, sorted descending.","Which households (by Household ID) that use land for farming have an expense in seeds greater than the average seed expense among land-using households that did not lose their total crop in the last five years, and what are those expenses, sorted from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000052.py,"[""ii_portad"", ""ii_se"", ""ii_nna"", ""ii_su"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_su_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"Among households with at least one interviewed member living in Oaxaca (ent=20) or Puebla (ent=21) who feel unsafe or very unsafe at home (vlh04 in {3,4}), that explicitly answered whether they own/share a non-agricultural business (nna01 in {1,2}), and that do not use any plot/land for farming (su01=3), which of these two states has a lower count of distinct households that do own/share such a business (nna01=1) than the nationwide average per-state count under the same criteria? Return the state code (ent) and the count.","Among Oaxaca and Puebla, which states have a below-average (across all states) number of households that feel unsafe or very unsafe at home, have a household member who owns/shares a non-agricultural business, and do not use a plot/land for sowing/farming, and what are those counts?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000053_repaired_v1.py,"[""ii_portad"", ""ii_nna"", ""ii_vlh"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
